"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"El Fogón del Gaucho","4.3","51","Av. Echeñique 6483, 7850420 La Reina, Región Metropolitana","(2) 2226 5583","http://fogondelgaucho.cl/","Restaurante","https://www.google.com/maps/place/El+Fog%C3%B3n+del+Gaucho/@-33.4448001,-70.5645338,17z/data=!3m1!4b1!4m6!3m5!1s0x9662ce7185a04db3:0x4b8ad831d51e6612!8m2!3d-33.4448001!4d-70.5645338!16s%2Fg%2F1vv2tfr7?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4448001","-70.5645338","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el fogon del gaucho","No","","No","","Restaurante","75","Medio potencial"
"La Fuente Carrera","4.7","41","Av. Larraín 6097, 7870187 La Reina, Región Metropolitana","9 9520 8103","https://lafuentecarrera.cl/","Restaurante","https://www.google.com/maps/place/La+Fuente+Carrera/@-33.4533085,-70.5668294,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfeb359d9aed:0x3ca0a354368ab903!8m2!3d-33.4533085!4d-70.5668294!16s%2Fg%2F11jj4zp3qz?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4533085","-70.5668294","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la fuente carrera","Sí","la fuente","No","","Restaurante","77","Medio potencial"
"Vecchia Casa restobar","4.6","476","Av. Larraín 6026, 7870125 La Reina, Región Metropolitana","9 7931 2095","https://vecchiacasarestobar.cl/","Restaurante","https://www.google.com/maps/place/Vecchia+Casa+restobar/@-33.4531048,-70.5676562,17z/data=!3m1!4b1!4m6!3m5!1s0x9662ce49f124307b:0x59b109a9939ed6bc!8m2!3d-33.4531048!4d-70.5676562!16s%2Fg%2F11bvt187pp?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4531048","-70.5676562","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","vecchia casa","No","","No","","Bar/Pub","86","Alto potencial"
"La Fonda Paisa Terraza Bar","4.2","206","Av. Alcalde Fernando Castillo Velasco 8517, 7860367 La Reina, Región Metropolitana","9 2046 7417","","Bar restaurante","https://www.google.com/maps/place/La+Fonda+Paisa+Terraza+Bar/@-33.4514878,-70.5428287,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf5e15dd6799:0xfd6686523076d5a1!8m2!3d-33.4514878!4d-70.5428287!16s%2Fg%2F11ppjntz69?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4514878","-70.5428287","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","la fonda paisa terraza bar","No","","No","","Bar/Pub","66","Medio potencial"
"Restaurant Nan Fang La reina","4.6","435","Aguas Claras 1601, 7850327 La Reina, Región Metropolitana","(2) 2227 7596","http://www.restaurantnanfang.cl/","Restaurante chino","https://www.google.com/maps/place/Restaurant+Nan+Fang+La+reina/data=!4m7!3m6!1s0x9662ce5b153ede8d:0x4587872a3c76776a!8m2!3d-33.4402615!4d-70.5572938!16s%2Fg%2F1tykwlnf!19sChIJjd4-FVvOYpYRand2PCqHh0U?authuser=0&hl=es-419&rclk=1","-33.4402615","-70.5572938","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","nan fang","No","","No","","Restaurante","85","Alto potencial"
"Alemán Experto La Reina","4.6","703","Av. Ossa 655, 7870053 La Reina, Región Metropolitana","9 5451 1718","https://www.alemanexperto.cl/","Restaurante","https://www.google.com/maps/place/Alem%C3%A1n+Experto+La+Reina/@-33.4476738,-70.5712117,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf3cb647e3db:0x9eade190733dd480!8m2!3d-33.4476738!4d-70.5712117!16s%2Fg%2F11l72v5qy1?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4476738","-70.5712117","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","aleman experto","Sí","aleman experto","No","","Restaurante","87","Alto potencial"
"El DUO","4.6","647","Av. Larraín 6367, 7870176 La Reina, Región Metropolitana","9 5324 4393","https://www.elduorestaurant.cl/","Restaurante","https://www.google.com/maps/place/El+DUO/@-33.4530421,-70.5639659,17z/data=!3m1!4b1!4m6!3m5!1s0x9662ce483b4a011b:0x1321b75deaa90219!8m2!3d-33.4530421!4d-70.5639659!16s%2Fg%2F11cns8g5z6?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4530421","-70.5639659","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","el duo","No","","No","","Restaurante","87","Alto potencial"
"Casa Valerio Restaurant","4.4","64","Av. Larraín 6580, 7870165 La Reina, Región Metropolitana","(2) 2699 6349","https://casavalerio.cl/","Restaurante peruano","https://www.google.com/maps/place/Casa+Valerio+Restaurant/data=!4m7!3m6!1s0x9662c5ad21577f41:0xba98ab0e8dbffc96!8m2!3d-33.4522001!4d-70.5618285!16s%2Fg%2F11b_2njgy4!19sChIJQX9XIa3FYpYRlvy_jQ6rmLo?authuser=0&hl=es-419&rclk=1","-33.4522001","-70.5618285","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","casa valerio","No","","No","","Restaurante","77","Medio potencial"
"Lima Limón La Reina","4.3","42","Av. Príncipe de Gales 7218, 7850291 La Reina, Región Metropolitana","(2) 2839 0285","http://www.limalimonrest.cl/","Restaurante peruano","https://www.google.com/maps/place/Lima+Lim%C3%B3n+La+Reina/data=!4m7!3m6!1s0x9662ce5b7f2954d1:0xe7f1362d3d2bd41b!8m2!3d-33.4386034!4d-70.5572379!16s%2Fg%2F11c0vldmsf!19sChIJ0VQpf1vOYpYRG9QrPS028ec?authuser=0&hl=es-419&rclk=1","-33.4386034","-70.5572379","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","lima limon","No","","No","","Restaurante","74","Medio potencial"
"Casa Pacifico","4.9","56","Carlos Silva Vildósola 9323, Local 201, 7860379 La Reina, Región Metropolitana","9 9378 9115","","Restaurante","https://www.google.com/maps/place/Casa+Pacifico/@-33.4408983,-70.5334422,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf480e4ced61:0x505493b78ac03af!8m2!3d-33.4408983!4d-70.5334422!16s%2Fg%2F11md3pvkwt?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4408983","-70.5334422","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","casa pacifico","No","","No","","Restaurante","66","Medio potencial"
"Rossie La Loca - La Reina","4.7","387","Aguas Claras 1700, Local 12, 8933618 La Reina, Región Metropolitana","9 8319 0114","http://www.rossielaloca.cl/","Bar","https://www.google.com/maps/place/Rossie+La+Loca+-+La+Reina/data=!4m7!3m6!1s0x9662cfea2a83a653:0xe5457febea8db8cc!8m2!3d-33.4391642!4d-70.5568456!16s%2Fg%2F11wbdssxp8!19sChIJU6aDKurPYpYRzLiN6ut_ReU?authuser=0&hl=es-419&rclk=1","-33.4391642","-70.5568456","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","rossie la loca","No","","No","","Bar/Pub","82","Bajo potencial"
"Mister Fish La Reina","4.5","439","Av. Francisco Bilbao 5359, 7850038 La Reina, Región Metropolitana","(2) 3339 9289","http://www.misterfish.cl/","Pub restaurante","https://www.google.com/maps/place/Mister+Fish+La+Reina/data=!4m7!3m6!1s0x9662cfc0eace1ae3:0xdac4b383858abb36!8m2!3d-33.4314761!4d-70.578257!16s%2Fg%2F11ls_nm_xd!19sChIJ4xrO6sDPYpYRNruKhYOzxNo?authuser=0&hl=es-419&rclk=1","-33.4314761","-70.578257","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","mister fish","No","","No","","Bar/Pub","85","Alto potencial"
"El Japonés - MallPlaza Egaña","4.8","31","Av. Larraín 5862, 7870154 La Reina, Región Metropolitana","","https://eljaponeschile.com/locales/","Restaurante","https://www.google.com/maps/place/El+Japon%C3%A9s+-+MallPlaza+Ega%C3%B1a/data=!4m7!3m6!1s0x9662cf85bf55bc7d:0xdc8042e989203a0b!8m2!3d-33.4524377!4d-70.5694704!16s%2Fg%2F11shx7yg7v!19sChIJfbxVv4XPYpYRCzogielCgNw?authuser=0&hl=es-419&rclk=1","-33.4524377","-70.5694704","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","el japones mallplaza egana","Sí","el japones","No","","Restaurante","59","Medio potencial"
"La Cabrera Al Paso Egaña","4.8","468","Av. Larraín 5862, 7870154 La Reina, Región Metropolitana","9 3357 9943","http://lacabreraalpaso.cl/","Restaurante especializado en barbacoa","https://www.google.com/maps/place/La+Cabrera+Al+Paso+Ega%C3%B1a/data=!4m7!3m6!1s0x9662cf00018543bd:0xa745b446141cd7d0!8m2!3d-33.4522161!4d-70.5691478!16s%2Fg%2F11lydt55qj!19sChIJvUOFAQDPYpYR0NccFEa0Rac?authuser=0&hl=es-419&rclk=1","-33.4522161","-70.5691478","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la cabrera al paso egana","Sí","la cabrera","No","","Bar/Pub","87","Alto potencial"
"Mattarello","4.2","44","Av. Príncipe de Gales 6560, 7850000 La Reina, Región Metropolitana","9 5818 0896","http://www.mattarello.cl/","Restaurante italiano","https://www.google.com/maps/place/Mattarello/data=!4m7!3m6!1s0x9662ce50c17b5211:0x7401100e212ac2cd!8m2!3d-33.4383135!4d-70.5641203!16s%2Fg%2F11gfdv9jck!19sChIJEVJ7wVDOYpYRzcIqIQ4QAXQ?authuser=0&hl=es-419&rclk=1","-33.4383135","-70.5641203","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","mattarello","No","","No","","Restaurante","74","Medio potencial"
"¡Ay mi Madre! Restobar Plaza Ñuñoa","4.9","152","Alcaldesa Balbina Vera 3550, 7750000 Ñuñoa, Región Metropolitana","9 4497 8597","","Restaurante","https://www.google.com/maps/place/%C2%A1Ay+mi+Madre!+Restobar+Plaza+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfd02d008955:0x95e3c1a6b2a42343!8m2!3d-33.4536316!4d-70.5936559!16s%2Fg%2F11ms539982!19sChIJVYkALdDPYpYRQyOksqbB45U?authuser=0&hl=es-419&rclk=1","-33.4536316","-70.5936559","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","ay mi madre plaza","Sí","ay mi","No","","Bar/Pub","69","Medio potencial"
"Castillo Hamburgo","4.7","27","Los Tres Antonios 397, 7750254 Ñuñoa, Región Metropolitana","(2) 2343 2198","https://castillo-hamburgo.getjusto.com/","Restaurante","https://www.google.com/maps/place/Castillo+Hamburgo/@-33.4583194,-70.6033061,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfee6466d97d:0xa94dd23e0552f06!8m2!3d-33.4583194!4d-70.6033061!16s%2Fg%2F11p6vdjl9h?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4583194","-70.6033061","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","castillo hamburgo","No","","No","","Restaurante","76","Medio potencial"
"Patio Almeyda","4.5","98","Dublé Almeyda 2900, 7750074 Ñuñoa, Región Metropolitana","9 6202 8525","http://www.patioalmeyda.cl/","Bar","https://www.google.com/maps/place/Patio+Almeyda/data=!4m7!3m6!1s0x9662cf6bc62c30d7:0x6d0ec7ffff7b88a0!8m2!3d-33.4558115!4d-70.6012551!16s%2Fg%2F11q8t60l20!19sChIJ1zAsxmvPYpYRoIh7___HDm0?authuser=0&hl=es-419&rclk=1","-33.4558115","-70.6012551","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","patio almeyda","No","","No","","Bar/Pub","75","Bajo potencial"
"Piccola Italia Plaza ñuñoa","4.6","234","Jorge Washington 111, 7790864 Ñuñoa, Región Metropolitana","(2) 2994 2086","https://gour.media/la-piccola-italia/alameda/","Restaurante italiano","https://www.google.com/maps/place/Piccola+Italia+Plaza+%C3%B1u%C3%B1oa/@-33.4539072,-70.5933615,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf004248a8eb:0x9c828311cd264268!8m2!3d-33.4539072!4d-70.5933615!16s%2Fg%2F11ym_yb9yy?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4539072","-70.5933615","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","piccola italia plaza","No","","No","","Restaurante","83","Alto potencial"
"Restaurante Peruano ENTRE MAR Y TIERRA","4.7","315","Pedro de Ona 031, 8320000 Ñuñoa, Región Metropolitana","9 6463 6426","http://www.entre-marytierra.cl/","Restaurante peruano","https://www.google.com/maps/place/Restaurante+Peruano+ENTRE+MAR+Y+TIERRA/data=!4m7!3m6!1s0x9662c55d8a478a83:0x4cdbaaa649b8affb!8m2!3d-33.4539742!4d-70.629641!16s%2Fg%2F11rmsyns_f!19sChIJg4pHil3FYpYR-6-4Saaq20w?authuser=0&hl=es-419&rclk=1","-33.4539742","-70.629641","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","peruano entre mar y tierra","No","","No","","Restaurante","85","Alto potencial"
"Kechua Restaurant","4.5","21","Alcaldesa Balbina Vera 3561, Local 102, 7750000 Ñuñoa, Región Metropolitana","(2) 2401 7556","https://kechuarestaurantes.cl/nunoa/","Restaurante peruano","https://www.google.com/maps/place/Kechua+Restaurant/data=!4m7!3m6!1s0x9662cfb0f4386de5:0xb5c7a28854d2fa9d!8m2!3d-33.4538533!4d-70.5937068!16s%2Fg%2F11tnm645sj!19sChIJ5W049LDPYpYRnfrSVIiix7U?authuser=0&hl=es-419&rclk=1","-33.4538533","-70.5937068","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","kechua","Sí","kechua","Sí","DUP-002","Restaurante","73","Medio potencial"
"Como en Lima","4.3","625","Manuel de Salas 71, 7790570 Ñuñoa, Región Metropolitana","(2) 2209 8867","","Restaurante","https://www.google.com/maps/place/Como+en+Lima/data=!4m7!3m6!1s0x9662cfbec3166451:0x5bacdff36b13c56!8m2!3d-33.4545639!4d-70.5931006!16s%2Fg%2F11cn9mz9v4!19sChIJUWQWw77PYpYRVjyxNv_NugU?authuser=0&hl=es-419&rclk=1","-33.4545639","-70.5931006","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Parcial","Sí","","","","","","","","","","","","","","","","","como en lima","No","","No","","Restaurante","71","Medio potencial"
"La Finestra","4.4","32","Av. Irarrázaval 3465, 7790825 Ñuñoa, Región Metropolitana","(2) 2205 4502","http://www.lafinestra.cl/","Restaurante","https://www.google.com/maps/place/La+Finestra/@-33.4553941,-70.5948372,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cfbef8dd4c6d:0xe6916fd1306cf3d4!8m2!3d-33.4553941!4d-70.5948372!16s%2Fg%2F1tfmdfmx?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4553941","-70.5948372","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","la finestra","No","","No","","Restaurante","74","Medio potencial"
"Punto País Restaurant","4.5","779","Av. Simón Bolívar 3175, 7770110 Ñuñoa, Región Metropolitana","(2) 3287 2188","https://www.puntopais.cl/","Restaurante","https://www.google.com/maps/place/Punto+Pa%C3%ADs+Restaurant/data=!4m7!3m6!1s0x9662cfbd41051cef:0x6c5bb104ce58f86!8m2!3d-33.4492307!4d-70.5965692!16s%2Fg%2F11f1zlnj_7!19sChIJ7xwFQb3PYpYRho_lTBC7xQY?authuser=0&hl=es-419&rclk=1","-33.4492307","-70.5965692","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","punto pais","No","","No","","Restaurante","87","Alto potencial"
"Antonia Lounge","4.7","197","Manuel de Salas 162, 7790789 Ñuñoa, Región Metropolitana","9 3910 4660","https://barrioplazanunoa.cl/v2/2024/06/14/antonia-lounge/","Restaurante","https://www.google.com/maps/place/Antonia+Lounge/data=!4m7!3m6!1s0x9662cf1795ab37af:0x26f0848757404258!8m2!3d-33.453623!4d-70.5933652!16s%2Fg%2F11sbhtqq6_!19sChIJrzerlRfPYpYRWEJAV4eE8CY?authuser=0&hl=es-419&rclk=1","-33.453623","-70.5933652","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","antonia lounge","No","","No","","Restaurante","83","Alto potencial"
"Restaurante Moray","4.7","749","Av. Italia 1586, 7750000 Ñuñoa, Región Metropolitana","(2) 3292 4513","http://moray.cl/","Restaurante","https://www.google.com/maps/place/Restaurante+Moray/@-33.4490363,-70.6241282,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c59bf408de7f:0xf0bcf121cfe7e8ce!8m2!3d-33.4490363!4d-70.6241282!16s%2Fg%2F11pcrq1qlp?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4490363","-70.6241282","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","moray","No","","No","","Restaurante","88","Alto potencial"
"Ajiaco","4.5","793","Lic. de Las Peñas 5174, 7790713 Ñuñoa, Región Metropolitana","","https://www.instagram.com/elajiaconunoa/?hl=es-la","Restaurante","https://www.google.com/maps/place/Ajiaco/data=!4m7!3m6!1s0x9662cfb51b3099e3:0x6cddabfcf561183b!8m2!3d-33.4530569!4d-70.5764405!16s%2Fg%2F11c52k4vdw!19sChIJ45kwG7XPYpYROxhh9fyr3Ww?authuser=0&hl=es-419&rclk=1","-33.4530569","-70.5764405","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","ajiaco","No","","No","","Restaurante","69","Medio potencial"
"Las Lanzas","4.2","56","Humberto Trucco 25, 7790825 Ñuñoa, Región Metropolitana","(2) 2225 5589","https://www.facebook.com/Las-Lanzas-Restaurant-y-Fuente-de-Soda-17409706655/","Restaurante","https://www.google.com/maps/place/Las+Lanzas/data=!4m7!3m6!1s0x9662cf12e26cfa4f:0xe640e0e62fb2f985!8m2!3d-33.4555253!4d-70.5942732!16s%2Fg%2F11g1lwc7x9!19sChIJT_ps4hLPYpYRhfmyL-bgQOY?authuser=0&hl=es-419&rclk=1","-33.4555253","-70.5942732","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","las lanzas","No","","No","","Restaurante","75","Medio potencial"
"Peyo Restaurant","4.4","57","Lo Encalada 465, 7750200 Ñuñoa, Región Metropolitana","(2) 2506 4758","https://peyo.cl/","Restaurante chileno","https://www.google.com/maps/place/Peyo+Restaurant/@-33.456417,-70.6249084,17z/data=!3m1!4b1!4m6!3m5!1s0x9662c5624b4feab9:0x3d815e7e459c8d2e!8m2!3d-33.456417!4d-70.6249084!16s%2Fg%2F1hjh8m92r?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.456417","-70.6249084","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","peyo","No","","No","","Restaurante","76","Medio potencial"
"Barra de Pickles","4.6","651","San Eugenio 40, 7750011 Ñuñoa, Región Metropolitana","9 7539 0277","http://www.barradepickles.cl/","Restaurante","https://www.google.com/maps/place/Barra+de+Pickles/data=!4m7!3m6!1s0x9662c5b5cadac0a5:0xf1faf1d408e8024b!8m2!3d-33.4531138!4d-70.6278603!16s%2Fg%2F11q4dbx0fs!19sChIJpcDayrXFYpYRSwLoCNTx-vE?authuser=0&hl=es-419&rclk=1","-33.4531138","-70.6278603","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","barra de pickles","No","","No","","Bar/Pub","87","Alto potencial"
"Golfo Di Napoli Trattoria e Pizzeria","4.6","02","Dublé Almeyda 2435, 7750147 Ñuñoa, Región Metropolitana","(2) 2341 3675","https://golfodinapoli.cl/","Restaurante italiano","https://www.google.com/maps/place/Golfo+Di+Napoli+Trattoria+e+Pizzeria/@-33.455948,-70.605786,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf916f827eaf:0x65a6a856994a5153!8m2!3d-33.455948!4d-70.605786!16s%2Fg%2F1tj1nqnk?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.455948","-70.605786","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","golfo di napoli trattoria e pizzeria","No","","No","","Restaurante","66","Medio potencial"
"Terraza Vergel","4.6","313","Av. Italia 1571, 7770207 Ñuñoa, Región Metropolitana","","https://instagram.com/terrazavergel?igshid=YmMyMTA2M2Y=","Restaurante","https://www.google.com/maps/place/Terraza+Vergel/data=!4m7!3m6!1s0x9662c5c15107efe9:0xdd9265eded43ee4c!8m2!3d-33.4490585!4d-70.624408!16s%2Fg%2F11kj0530d4!19sChIJ6e8HUcHFYpYRTO5D7e1lkt0?authuser=0&hl=es-419&rclk=1","-33.4490585","-70.624408","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","terraza vergel","No","","No","","Restaurante","66","Medio potencial"
"¡Ay Mi Madre! Restobar Ñuñoa","4.5","217","Av. José Pedro Alessandri 97, 7750100 Ñuñoa, Región Metropolitana","9 4497 8597","https://linktr.ee/Aymimadrecl","Pub restaurante","https://www.google.com/maps/place/%C2%A1Ay+Mi+Madre!+Restobar+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbbd4d3628f:0xcf2719bf0e7dbfb9!8m2!3d-33.4558301!4d-70.59807!16s%2Fg%2F11tf5fxjb9!19sChIJj2LT1LvPYpYRub99Dr8ZJ88?authuser=0&hl=es-419&rclk=1","-33.4558301","-70.59807","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","ay mi madre","Sí","ay mi","Sí","DUP-005","Bar/Pub","82","Alto potencial"
"La casa del curanto","4.8","45","Dublé Almeyda 2779, 7750169 Ñuñoa, Región Metropolitana","9 2855 3749","https://www.instagram.com/lacasadelcuranto?igshid=MmVlMjlkMTBhMg==","Restaurante de comida para llevar","https://www.google.com/maps/place/La+casa+del+curanto/@-33.4560782,-70.6021461,17z/data=!3m1!4b1!4m6!3m5!1s0x9662cf0045cd8d8f:0xdb11e68502065073!8m2!3d-33.4560782!4d-70.6021461!16s%2Fg%2F11y2bx1rn5?authuser=0&hl=es-419&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D","-33.4560782","-70.6021461","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","Revisar: parece comida para llevar","la casa del curanto","No","","No","","Restaurante","78","Alto potencial"
"Ritrovo","4.9","111","José Diego Benavente 59, 7790944 Ñuñoa, Región Metropolitana","9 8711 1107","http://ritrovo.cl/","Restaurante italiano","https://www.google.com/maps/place/Ritrovo/data=!4m7!3m6!1s0x9662cf7ba7b68523:0x8912c6b1d7af9344!8m2!3d-33.4543403!4d-70.5972592!16s%2Fg%2F11tcvcbym9!19sChIJI4W2p3vPYpYRRJOv17HGEok?authuser=0&hl=es-419&rclk=1","-33.4543403","-70.5972592","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","Sí","","","","","","","","","","","","","","","","","ritrovo","No","","No","","Restaurante","82","Alto potencial"
"Boulevard Plaza Ñuñoa","4.5","36","Jorge Washington 111, 7750000 Ñuñoa, Región Metropolitana","(2) 2998 7260","https://boulevardplazanunoa.cl/","Centro comercial","https://www.google.com/maps/place/Boulevard+Plaza+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbe95b31d5d:0x1b9f6d703073a0ee!8m2!3d-33.4539602!4d-70.5939594!16s%2Fg%2F11clfm_9pq!19sChIJXR2zlb7PYpYR7qBzMHBtnxs?authuser=0&hl=es-419&rclk=1","-33.4539602","-70.5939594","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-22","Completo","No","","","","","","","","","","","","","","","","","boulevard plaza","No","","No","","Otro","71","Bajo potencial"
