"Nombre restaurante","Rating","Cantidad reviews","Dirección","Teléfono","Sitio web","Categoría","Google Maps URL","Latitud","Longitud","Comuna","Región","País","Fuente","Fecha extracción","Calidad dato","Es restaurante válido","Instagram URL","Instagram Usuario","Facebook URL","TikTok URL","Tiene Redes","Calidad Redes","Está en Uber Eats","URL Uber Eats","Confianza Uber Eats","Está en PedidosYa","URL PedidosYa","Confianza PedidosYa","Está en Rappi","URL Rappi","Confianza Rappi","Observaciones","Nombre normalizado","Posible cadena/franquicia","Grupo cadena/franquicia","Posible duplicado entre comunas","Grupo duplicado","Tipo negocio","Score comercial","Nivel comercial"
"Margó Parque Arauco","4.4","75","Av. Pdte. Kennedy 5413, Local 436, Piso 3, 7550000 Las Condes, Región Metropolitana","(2) 3262 6507","http://margo.cl/","Restaurante","https://www.google.com/maps/place/Marg%C3%B3+Parque+Arauco/data=!4m7!3m6!1s0x9662cf289b45eacf:0x20f04580eaa0b9b!8m2!3d-33.4021934!4d-70.5782494!16s%2Fg%2F11c30wmxgx!19sChIJz-pFmyjPYpYRmwuqDlgEDwI?authuser=0&hl=es-419&rclk=1","-33.4021934","-70.5782494","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Mr. Dumpling Chile","4.7","34","Encomenderos 210, 7550152 Las Condes, Región Metropolitana","9 4267 3634","http://www.instagram.com/mrdumplingcl","Restaurante asiático","https://www.google.com/maps/place/Mr.+Dumpling+Chile/data=!4m7!3m6!1s0x9662cfebddb23037:0x4fc60f30b484c467!8m2!3d-33.4164598!4d-70.6027326!16s%2Fg%2F11k5540ldp!19sChIJNzCy3evPYpYRZ8SEtDAPxk8?authuser=0&hl=es-419&rclk=1","-33.4164598","-70.6027326","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"La Cabrera Al Paso","4.6","870","Av. Pdte. Kennedy 5413, 7560994 Las Condes, Región Metropolitana","9 5771 3970","https://lacabreraalpaso.cl/","Restaurante","https://www.google.com/maps/place/La+Cabrera+Al+Paso/data=!4m7!3m6!1s0x9662cff3bcb54551:0x1ed59e2fab0fbf99!8m2!3d-33.4021934!4d-70.5782494!16s%2Fg%2F11tmrj7bxg!19sChIJUUW1vPPPYpYRmb8Pqy-e1R4?authuser=0&hl=es-419&rclk=1","-33.4021934","-70.5782494","Las Condes","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Alemán Experto Vitacura","4.5","19","Av Vitacura 6345, 7650509 Vitacura, Región Metropolitana","(2) 2317 8233","http://www.alemanexperto.cl/","Restaurante","https://www.google.com/maps/place/Alem%C3%A1n+Experto+Vitacura/data=!4m7!3m6!1s0x9662cf03750af889:0xc69a0b6a732df229!8m2!3d-33.3902761!4d-70.5701339!16s%2Fg%2F11gk5xx275!19sChIJifgKdQPPYpYRKfItc2oLmsY?authuser=0&hl=es-419&rclk=1","-33.3902761","-70.5701339","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Le Due Torri","4.6","22","Costanera Sur S.J.E. de Balaguer 6400, 7640859 Vitacura, Región Metropolitana","(2) 2247 8484","https://leduetorri.cl/","Restaurante","https://www.google.com/maps/place/Le+Due+Torri/data=!4m7!3m6!1s0x9662c8d0b564a891:0x11acf74dd4857ee3!8m2!3d-33.3817648!4d-70.5795313!16s%2Fg%2F11c2nr3b8j!19sChIJkahktdDIYpYR436F1E33rBE?authuser=0&hl=es-419&rclk=1","-33.3817648","-70.5795313","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Hijo del Sol Vitacura","4.2","82","Av Vitacura 3809, 7630422 Vitacura, Región Metropolitana","","https://www.instagram.com/hijodelsol.santiago/","Bar restaurante","https://www.google.com/maps/place/Hijo+del+Sol+Vitacura/data=!4m7!3m6!1s0x9662cfaf49736aa7:0xc398d0adff0f7d78!8m2!3d-33.4014357!4d-70.5929822!16s%2Fg%2F11l31rbg3d!19sChIJp2pzSa_PYpYReH0P_63QmMM?authuser=0&hl=es-419&rclk=1","-33.4014357","-70.5929822","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"Chicken Love You Vitacura ️","4.5","59","Av Vitacura 3269, 7630578 Vitacura, Región Metropolitana","9 3140 2066","https://chickenloveyou.cl/","Hamburguesería","https://www.google.com/maps/place/Chicken+Love+You+Vitacura+%EF%B8%8F/data=!4m7!3m6!1s0x9662cfa9f0fecc93:0xaabd07d54cdfb8b7!8m2!3d-33.4067175!4d-70.5986618!16s%2Fg%2F11tk0k84zs!19sChIJk8z-8KnPYpYRt7jfTNUHvao?authuser=0&hl=es-419&rclk=1","-33.4067175","-70.5986618","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece hamburgueseria","","","","","","","",""
"Social","4.5","87","Av Vitacura 3390, 7630547 Vitacura, Región Metropolitana","9 7254 3443","https://socialbyfoodlab.com/","Bar","https://www.google.com/maps/place/Social/data=!4m7!3m6!1s0x9662cf21e346cb3b:0xebea82c8f2e2dd1b!8m2!3d-33.4052165!4d-70.5978391!16s%2Fg%2F11gxszz4qb!19sChIJO8tG4yHPYpYRG93i8siC6us?authuser=0&hl=es-419&rclk=1","-33.4052165","-70.5978391","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","","","","","","","","",""
"Fuente Chilena","4.5","462","Av Vitacura 5456, 7630629 Vitacura, Región Metropolitana","(2) 6469 2487","https://www.fuentechilena.cl/","Restaurante","https://www.google.com/maps/place/Fuente+Chilena/data=!4m7!3m6!1s0x9662cf46db2e08c1:0x768120e0ee74b82d!8m2!3d-33.3950191!4d-70.579682!16s%2Fg%2F11ky9xpf4b!19sChIJwQgu20bPYpYRLbh07uAggXY?authuser=0&hl=es-419&rclk=1","-33.3950191","-70.579682","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Pomeriggio Bistro","4.3","81","nivel calle - Av. Nueva Costanera 3900, Vitacura, Región Metropolitana","(2) 2486 2076","http://www.pomeriggio.cl/","Restaurante italiano","https://www.google.com/maps/place/Pomeriggio+Bistro/data=!4m7!3m6!1s0x9662cf4a0b9d819d:0xf4e3dcd5363b063c!8m2!3d-33.3986935!4d-70.5985171!16s%2Fg%2F11c45s7bbf!19sChIJnYGdC0rPYpYRPAY7NtXc4_Q?authuser=0&hl=es-419&rclk=1","-33.3986935","-70.5985171","Vitacura","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Brunapoli Los Trapenses","4.6","74","Mall Vivo Los Trapenses, Av. José Alcalde Délano 10545, Local 1062, Lo Barnechea, Región Metropolitana","9 3940 5997","http://www.brunapoli.cl/","Restaurante italiano","https://www.google.com/maps/place/Brunapoli+Los+Trapenses/data=!4m7!3m6!1s0x9662c96f48addef7:0xb67cff29f4616058!8m2!3d-33.3564637!4d-70.5394709!16s%2Fg%2F11f055lzxt!19sChIJ996tSG_JYpYRWGBh9Cn_fLY?authuser=0&hl=es-419&rclk=1","-33.3564637","-70.5394709","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"De Costa a Costa Lo Barnechea","5.0","3","Sta Blanca 1967, 7690000 Lo Barnechea, Región Metropolitana","9 7984 0551","https://www.decostaacosta.cl/","Marisquería","https://www.google.com/maps/place/De+Costa+a+Costa+Lo+Barnechea/data=!4m7!3m6!1s0x9662c9cf09156f77:0xc96d8a08921c6c81!8m2!3d-33.3554884!4d-70.531741!16s%2Fg%2F11ynb8j4p7!19sChIJd28VCc_JYpYRgWwckgiKbck?authuser=0&hl=es-419&rclk=1","-33.3554884","-70.531741","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","","","","","","","","",""
"Tommy Beans La Dehesa","4.7","44","Av. La Dehesa 2035, local 5, 7691188 Lo Barnechea, Región Metropolitana","","http://www.tommybeans.cl/","Restaurante mexicano","https://www.google.com/maps/place/Tommy+Beans+La+Dehesa/data=!4m7!3m6!1s0x9662cb005dca5703:0x414e11a4df2d0974!8m2!3d-33.3520201!4d-70.5184035!16s%2Fg%2F11y0pm7506!19sChIJA1fKXQDLYpYRdAkt36QRTkE?authuser=0&hl=es-419&rclk=1","-33.3520201","-70.5184035","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"Comida China Barrio Nuevo (Delivery)","4.6","77","Comandante Malbec 13486, 7690219 Lo Barnechea, Región Metropolitana","(2) 2216 4169","http://barrionuevochino.cl/","Restaurante","https://www.google.com/maps/place/Comida+China+Barrio+Nuevo+%28Delivery%29/data=!4m7!3m6!1s0x9662cb8f5add65df:0xc162677888f877a7!8m2!3d-33.3567432!4d-70.5107276!16s%2Fg%2F11fjz_4j9y!19sChIJ32XdWo_LYpYRp3f4iHhnYsE?authuser=0&hl=es-419&rclk=1","-33.3567432","-70.5107276","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece delivery","","","","","","","",""
"Acevichados Lo Barnechea","4.2","19","Padre Alfredo Arteaga Barros 550, 7690000 Lo Barnechea, Región Metropolitana","9 4739 7381","https://acevichados.cl/","Restaurante japonés","https://www.google.com/maps/place/Acevichados+Lo+Barnechea/data=!4m7!3m6!1s0x9662cbca42fe1849:0x653b5f233f977717!8m2!3d-33.3618654!4d-70.5090487!16s%2Fg%2F11zj4v3p5v!19sChIJSRj-QsrLYpYRF3eXPyNfO2U?authuser=0&hl=es-419&rclk=1","-33.3618654","-70.5090487","Lo Barnechea","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"LA RONERIA","4.6","544","Condell 1026, 7501294 Providencia, Región Metropolitana","9 4935 4818","https://instagram.com/laroneriachile?igshid=YmMyMTA2M2Y=","Bar restaurante","https://www.google.com/maps/place/LA+RONERIA/data=!4m7!3m6!1s0x9662c5e4181a9119:0xd2cc84d8a89d65ff!8m2!3d-33.4442563!4d-70.6263982!16s%2Fg%2F11ttbb9wbp!19sChIJGZEaGOTFYpYR_2WdqNiEzNI?authuser=0&hl=es-419&rclk=1","-33.4442563","-70.6263982","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Casa Salvo Café","4.9","94","General Salvo 18, Gral. Salvo 20, 7500000 Santiago, Providencia, Región Metropolitana","9 5410 7550","https://www.instagram.com/casasalvo.cl?igsh=MTlpaTl0cHdhbTBiNQ==","Cafetería","https://www.google.com/maps/place/Casa+Salvo+Caf%C3%A9/data=!4m7!3m6!1s0x9662c5c90d316247:0xb595b318dc7c828!8m2!3d-33.4333428!4d-70.6254437!16s%2Fg%2F11kjl39y_j!19sChIJR2IxDcnFYpYRKMjHjTFbWQs?authuser=0&hl=es-419&rclk=1","-33.4333428","-70.6254437","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece cafeteria; Revisar: parece cafe","","","","","","","",""
"Restaurant Mendo's (Providencia)","4.4","690","Seminario 96, Santiago, Providencia, Región Metropolitana","(2) 2341 8964","","Restaurante peruano","https://www.google.com/maps/place/Restaurant+Mendo%27s+%28Providencia%29/data=!4m7!3m6!1s0x9662c5825ac29363:0x1ea085937e5e9fd3!8m2!3d-33.44065!4d-70.6298941!16s%2Fg%2F1q62d7s21!19sChIJY5PCWoLFYpYR059efpOFoB4?authuser=0&hl=es-419&rclk=1","-33.44065","-70.6298941","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Avenida Gourmet","5.0","47","Av. Providencia 1033, 7500620 Providencia, Región Metropolitana","(2) 3339 9207","https://www.lacarte.cl/menu/163/avenida-gourmet/","Restaurante","https://www.google.com/maps/place/Avenida+Gourmet/data=!4m7!3m6!1s0x9662c5d3c3a0327f:0x5b4f8ea98c11123a!8m2!3d-33.4307603!4d-70.6228736!16s%2Fg%2F11qvd8gj2r!19sChIJfzKgw9PFYpYROhIRjKmOT1s?authuser=0&hl=es-419&rclk=1","-33.4307603","-70.6228736","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Campo Marzio Pinseria","4.9","276","Av. Los Leones 2475, 7511180 Providencia, Región Metropolitana","9 9420 1020","https://linktr.ee/CampoMarzioPinseria","Pizzería","https://www.google.com/maps/place/Campo+Marzio+Pinseria/data=!4m7!3m6!1s0x9662cfef84d6c481:0x1d67c48bfb65c91!8m2!3d-33.4418156!4d-70.5998159!16s%2Fg%2F11ptnyx94c!19sChIJgcTWhO_PYpYRkVy2v0h81gE?authuser=0&hl=es-419&rclk=1","-33.4418156","-70.5998159","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"PISO UNO","4.4","47","Sta. Magdalena 116, 7510057 Providencia, Región Metropolitana","(2) 2840 1800","http://www.pisounorestaurant.cl/","Restaurante","https://www.google.com/maps/place/PISO+UNO/data=!4m7!3m6!1s0x9662cf67d3563f4f:0x117c17525a6bdf68!8m2!3d-33.4202915!4d-70.6099986!16s%2Fg%2F11fy4nwztv!19sChIJTz9W02fPYpYRaN9rWlIXfBE?authuser=0&hl=es-419&rclk=1","-33.4202915","-70.6099986","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"El Zocalo Providencia","4.2","13","Av. Providencia 455, Local 107, 7500709 Santiago, Providencia, Región Metropolitana","9 4888 4107","http://www.elzocalo.cl/","Restaurante mexicano","https://www.google.com/maps/place/El+Zocalo+Providencia/data=!4m7!3m6!1s0x9662cf950b0d289d:0x938a857693a2039!8m2!3d-33.4352771!4d-70.6274337!16s%2Fg%2F11f7r42nz6!19sChIJnSgNC5XPYpYROSA6aVeoOAk?authuser=0&hl=es-419&rclk=1","-33.4352771","-70.6274337","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Sociedad 0306 Restaurant","4.4","776","Av. Sta. Isabel 0306, 7500000 Providencia, Región Metropolitana","9 6427 5043","https://www.instagram.com/sociedad0306","Restaurante","https://www.google.com/maps/place/Sociedad+0306+Restaurant/data=!4m7!3m6!1s0x9662c5fe45c7d5b1:0x60c941e4e5ed2ad!8m2!3d-33.4464804!4d-70.6271165!16s%2Fg%2F11q40p33w9!19sChIJsdXHRf7FYpYRrdJeTh6UDAY?authuser=0&hl=es-419&rclk=1","-33.4464804","-70.6271165","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"PECES DE CIUDAD Bar Restaurant","4.6","519","Condell 1333, 7501485 Providencia, Región Metropolitana","9 2379 5122","https://l.instagram.com/?u=https%3A%2F%2Ffiweex.com%2Flinks%2Fpecesdeciudad%3Futm_source%3Dig%26utm_medium%3Dsocial%26utm_content%3Dlink_in_bio%26fbclid%3DPAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnUKjoptzAzK0TDLPQ0EL5GOUD4taR_jZwHqSM5IKht-ELZEtETQibsgfKFVM_aem_aY5jyG89y88ZgFgi3ywr4g&e=AT6PIssC5VtOZgTiiRogyiTA5A0eg256thrKMcVG45m3KgCu3l3jgb1FGygb-FerngOmfCkWkV_J_ejJ0i6VtlY3t6v2WLxKLxPqlLY_D1jPZkprKsfUgni9Cg","Bar restaurante","https://www.google.com/maps/place/PECES+DE+CIUDAD+Bar+Restaurant/data=!4m7!3m6!1s0x9662c5686ecd9e39:0xdc142c87703d395d!8m2!3d-33.4470241!4d-70.6261108!16s%2Fg%2F11rhnq5_03!19sChIJOZ7NbmjFYpYRXTk9cIcsFNw?authuser=0&hl=es-419&rclk=1","-33.4470241","-70.6261108","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Taipá Cevichería","4.9","284","Dardignac 081 providencia, 8320000 Santiago, Providencia, Región Metropolitana","9 4574 2092","https://mi.cuaaq.com/negocio/taip%C3%A1","Restaurante peruano","https://www.google.com/maps/place/Taip%C3%A1+Cevicher%C3%ADa/data=!4m7!3m6!1s0x9662c5fd16871d07:0x733f82fbe132d779!8m2!3d-33.4333025!4d-70.6349334!16s%2Fg%2F11v12w5m3z!19sChIJBx2HFv3FYpYRedcy4fuCP3M?authuser=0&hl=es-419&rclk=1","-33.4333025","-70.6349334","Providencia","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Mirchi - The Aroma","4.8","113","Centro Comercial Cantagallo - Nueva Las Condes 12253, local 80-81, 7550000 Las Condes, Región Metropolitana","9 7796 0058","http://mirchi.cl/","Restaurante indio","https://www.google.com/maps/place/Mirchi+-+The+Aroma/data=!4m7!3m6!1s0x9662cb606be2f0bf:0xfff8a35852ba5ec8!8m2!3d-33.373971!4d-70.518134!16s%2Fg%2F11vyt8jmnx!19sChIJv_Dia2DLYpYRyF66Ulij-P8?authuser=0&hl=es-419&rclk=1","-33.373971","-70.518134","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Sushiban La Reina","5.0","3","Aguas Claras 1700, Local 11, 7850000 La Reina, Región Metropolitana","9 9158 6790","http://www.sushiban.cl/","Restaurante","https://www.google.com/maps/place/Sushiban+La+Reina/data=!4m7!3m6!1s0x9662cf8060ee1dab:0x241bb03a457cf55b!8m2!3d-33.4391643!4d-70.5568457!16s%2Fg%2F11yz_mhncc!19sChIJqx3uYIDPYpYRW_V8RTqwGyQ?authuser=0&hl=es-419&rclk=1","-33.4391643","-70.5568457","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Sushi Ryge La Reina","4.3","296","Av. Larraín 6738, 7850000 La Reina, Región Metropolitana","(2) 3315 3107","http://www.ryge.cl/","Restaurante","https://www.google.com/maps/place/Sushi+Ryge+La+Reina/data=!4m7!3m6!1s0x9662cf3642e619e3:0xf44409c635a5e38!8m2!3d-33.4520405!4d-70.5601003!16s%2Fg%2F11s_z5pq8l!19sChIJ4xnmQjbPYpYROF5aY5xARA8?authuser=0&hl=es-419&rclk=1","-33.4520405","-70.5601003","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"La Fabbrica - Club de Jazz","4.4","35","Av. Ossa 123, 7870151 La Reina, Región Metropolitana","9 8361 0548","http://la-fabbrica.cl/","Restaurante","https://www.google.com/maps/place/La+Fabbrica+-+Club+de+Jazz/data=!4m7!3m6!1s0x9662ce4a51870ab3:0xd7653b7c7b998404!8m2!3d-33.452014!4d-70.5703667!16s%2Fg%2F11c0phgbh6!19sChIJswqHUUrOYpYRBISZe3w7Zdc?authuser=0&hl=es-419&rclk=1","-33.452014","-70.5703667","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Betty Delicateces","4.6","156","Av. Alcalde Fernando Castillo Velasco 6978, 7850000 La Reina, Región Metropolitana","(2) 3362 7402","https://web.facebook.com/profile.php?id=61551395398290","Pastelería","https://www.google.com/maps/place/Betty+Delicateces/data=!4m7!3m6!1s0x9662ce4076fde3fb:0xb8efd40539fb07c8!8m2!3d-33.4516881!4d-70.5558233!16s%2Fg%2F1tjdy2wl!19sChIJ--P9dkDOYpYRyAf7OQXU77g?authuser=0&hl=es-419&rclk=1","-33.4516881","-70.5558233","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","No","","","","","","","","","","","","","","","","Revisar: parece pasteleria","","","","","","","",""
"Tai Long","4.6","130","Valenzuela Llanos 1346, 7860075 La Reina, Región Metropolitana","(2) 2273 0991","","Comida china para llevar","https://www.google.com/maps/place/Tai+Long/data=!4m7!3m6!1s0x9662ce70d9ebd50f:0x7f4d7125511ff704!8m2!3d-33.4399532!4d-70.5334153!16s%2Fg%2F1td4frp9!19sChIJD9Xr2XDOYpYRBPcfUSVxTX8?authuser=0&hl=es-419&rclk=1","-33.4399532","-70.5334153","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Relativo - Restaurante en La Reina","4.3","109","Av. Príncipe de Gales 6681, 7850709 La Reina, Región Metropolitana","(2) 3307 5351","http://www.relativo.cl/","Restaurante de comida rápida","https://www.google.com/maps/place/Relativo+-+Restaurante+en+La+Reina/data=!4m7!3m6!1s0x9662cfd230db1d7f:0x7c851a3f277f3149!8m2!3d-33.4387321!4d-70.5627852!16s%2Fg%2F11v9mkh1gd!19sChIJfx3bMNLPYpYRSTF_Jz8ahXw?authuser=0&hl=es-419&rclk=1","-33.4387321","-70.5627852","La Reina","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","Revisar: parece comida rapida","","","","","","","",""
"Clasico el Dante","3.6","796","Av. Irarrázaval 3482, 7790827 Ñuñoa, Región Metropolitana","9 6469 8510","","Bar restaurante","https://www.google.com/maps/place/Clasico+el+Dante/data=!4m7!3m6!1s0x9662cfbefa2e9bc5:0x1e1d7ddf3baebe0a!8m2!3d-33.455137!4d-70.5945072!16s%2Fg%2F11bztvjjb9!19sChIJxZsu-r7PYpYRCr6uO999HR4?authuser=0&hl=es-419&rclk=1","-33.455137","-70.5945072","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Parcial","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Uncle Fletch Ñuñoa","4.4","90","Jorge Washington, Boulevard Plaza 111, Ñuñoa, Región Metropolitana","9 5428 6770","https://d.oplk.me/unclefletch","Restaurante","https://www.google.com/maps/place/Uncle+Fletch+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfbe9110b4c1:0xc9ca952d1458398a!8m2!3d-33.4539352!4d-70.593908!16s%2Fg%2F11cnq4fvh4!19sChIJwbQQkb7PYpYRijlYFC2Vysk?authuser=0&hl=es-419&rclk=1","-33.4539352","-70.593908","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"Patio de Comidas Portal Ñuñoa","4.2","55","Av. Grecia 3201, 7800001 Ñuñoa, Región Metropolitana","","","Zona de restauración","https://www.google.com/maps/place/Patio+de+Comidas+Portal+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfe23d5b177f:0x2bc61aad3b869210!8m2!3d-33.4649517!4d-70.5980034!16s%2Fg%2F11gl20y9hv!19sChIJfxdbPeLPYpYREJKGO60axis?authuser=0&hl=es-419&rclk=1","-33.4649517","-70.5980034","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"Restaurante El Puro Perú - Ñuñoa","3.9","642","Av. José Pedro Alessandri 1809, 7780266 Ñuñoa, Región Metropolitana","(2) 2401 9290","https://www.elpuroperu.cl/","Restaurante peruano","https://www.google.com/maps/place/Restaurante+El+Puro+Per%C3%BA+-+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cfe79328fab7:0x57668c28e06b33c9!8m2!3d-33.4712431!4d-70.5988422!16s%2Fg%2F11fy_r_9ll!19sChIJt_ook-fPYpYRyTNr4CiMZlc?authuser=0&hl=es-419&rclk=1","-33.4712431","-70.5988422","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Completo","Sí","","","","","","","","","","","","","","","","","","","","","","","",""
"El Gusto Peruano","4.5","64","Av. Italia 1753, 7770207 Ñuñoa, Región Metropolitana","","http://www.elgustoperuano.cl/","Restaurante peruano","https://www.google.com/maps/place/El+Gusto+Peruano/data=!4m7!3m6!1s0x9662c57d1afc8f31:0x508351c5cac37196!8m2!3d-33.4504899!4d-70.6240877!16s%2Fg%2F11clsxmy10!19sChIJMY_8Gn3FYpYRlnHDysVRg1A?authuser=0&hl=es-419&rclk=1","-33.4504899","-70.6240877","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"Insert Coin Bar - Ñuñoa","4.3","20","José Domingo Cañas 2306, 7750131 Ñuñoa, Región Metropolitana","","http://www.insertcoin.cl/","Restaurante","https://www.google.com/maps/place/Insert+Coin+Bar+-+%C3%91u%C3%B1oa/data=!4m7!3m6!1s0x9662cf8e312d03ff:0x548b2556916a31a6!8m2!3d-33.4566659!4d-70.6075031!16s%2Fg%2F1q64p7jz6!19sChIJ_wMtMY7PYpYRpjFqkVYli1Q?authuser=0&hl=es-419&rclk=1","-33.4566659","-70.6075031","Ñuñoa","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","Sí","","","","","","","","","","","","","","","","Sin teléfono visible","","","","","","","",""
"Streat Burger | La Florida","4.2","267","Av. La Florida 8988, Local 1628, 8241429 La Florida, Región Metropolitana","","https://streat.cl/","Hamburguesería","https://www.google.com/maps/place/Streat+Burger+%7C+La+Florida/data=!4m7!3m6!1s0x9662d1193ac178a1:0xab096048c7e2da11!8m2!3d-33.534915!4d-70.573338!16s%2Fg%2F11sdsnv19h!19sChIJoXjBOhnRYpYREdrix0hgCas?authuser=0&hl=es-419&rclk=1","-33.534915","-70.573338","La Florida","Metropolitana","Chile","Google Maps web scraping con Playwright","2026-05-24","Sin teléfono","No","","","","","","","","","","","","","","","","Revisar: parece hamburgueseria; Sin teléfono visible","","","","","","","",""
